index,title,author,dynasty,content,favor
140,经下邳圯桥怀张子房,李白,唐,唯见碧流水，曾无黄石公。子房未虎啸，破产不为家。沧海得壮士，椎秦博浪沙。潜匿游下邳，岂曰非智勇？报韩虽不成，天地皆振动。我来圯桥上，怀古钦英风。叹息此人去，萧条徐泗空。,981.0
141,荆州歌,李白,唐,拨谷飞鸣奈妾何。荆州麦熟茧成蛾，缲丝忆君头绪多。白帝城边足风波，瞿塘五月谁敢过。,60.0
142,静夜思,李白,唐,举头望明月，低头思故乡。床前明月光，疑是地上霜。,940.0
143,久别离,李白,唐,况有锦字书，开缄使人嗟。别来几春未还家，玉窗五见樱桃花。待来竟不来，落花寂寂委青苔。去年寄书报阳台，今年寄书重相催。至此肠断彼心绝。云鬟绿鬓罢梳结，愁如回飙乱白雪。东风兮东风，为我吹行云使西来。,421.0
144,鞠歌行,李白,唐,玉不自言如桃李，鱼目笑之卞和耻。楚国青蝇何太多，连城白璧遭谗毁。荆山长号泣血人，忠臣死为刖足鬼。听曲知甯戚，夷吾因小妻。秦穆毁羊皮，买死百里奚。洗拂青云上，当时贱如泥。朝歌鼓刀叟，虎变磻溪中。一举钓六合，遂荒营丘东。平生渭水曲，谁识此老翁。奈何今之人，双目送飞鸿。,229.0
145,惧谗,李白,唐,众女妒蛾眉，双花竞春芳。行将泣团扇，戚戚愁人肠。魏姝信郑袖，掩袂对怀王。一惑巧言子，朱颜成死伤。二桃杀三士，讵假剑如霜。,849.0
146,客中行,李白,唐,兰陵美酒郁金香，玉碗盛来琥珀光。但使主人能醉客，不知何处是他乡。,133.0
147,箜篌谣,李白,唐,周公称大圣，管蔡宁相容。管鲍久已死，何人继其踪。汉谣一斗粟，不与淮南舂。他人方寸间，山海几千重。开花必早落，桃李不如松。兄弟尚路人，吾心安所从。贵贱结交心不移，唯有严陵及光武。攀天莫登龙，走山莫骑虎。轻言托朋友，对面九疑峰。,441.0
148,哭宣城善酿纪叟,李白,唐,夜台无晓日，沽酒与何人？纪叟黄泉里，还应酿老春。,27.0
149,劳劳亭,李白,唐,天下伤心处，劳劳送客亭。春风知别苦，不遣柳条青。,818.0
150,连理枝,李白,唐,浅画云垂帔，点滴昭阳泪。咫尺宸居，君恩断绝，梅梢轻倚。喷宝猊香烬、麝烟浓，馥红绡翠被。似遥千里。望水晶帘外、竹枝寒，守羊车未至。雪盖宫楼闭，罗幕昏金翠。斗压阑干，香心澹薄，,334.0
151,梁甫吟,李白,唐,东下齐城七十二，指挥楚汉如旋蓬。入门不拜逞雄辩，两女辍洗来趋风。吴楚弄兵无剧孟，亚夫咍尔为徒劳。长啸梁甫吟，何时见阳春？风云感会起屠钓，大人臲屼当安之。君不见，高阳酒徒起草中，长揖山东隆准公。大贤虎变愚不测，当年颇似寻常人。狂客落魄尚如此，何况壮士当群雄！宁羞白发照清水，逢时壮气思经纶。帝旁投壶多玉女，三时大笑开电光，倏烁晦冥起风雨。阊阖九门不可通，以额扣关阍者怒。手接飞猱搏雕虎，侧足焦原未言苦。白日不照吾精诚，杞国无事忧天倾。广张三千六百钓，风期暗与文王亲。智者可卷愚者豪，世人见我轻鸿毛。力排南山三壮士，齐相杀之费二桃。君不见，朝歌屠叟辞棘津，八十西来钓渭滨。梁甫吟，声正悲。张公两龙剑，神物合有时。猰貐磨牙竞人肉，驺虞不折生草茎。我欲攀龙见明主，雷公砰訇震天鼓。,365.0
152,梁园吟,李白,唐,梁王宫阙今安在？枚马先归不相待。天长水阔厌远涉，访古始及平台间。我浮黄河去京阙，挂席欲进波连山。舞影歌声散绿池，空馀汴水东流海。平头奴子摇大扇，五月不热疑清秋。洪波浩荡迷旧国，路远西归安可得！沉吟此事泪满衣，黄金买醉未能归。连呼五白行六博，分曹赌酒酣驰晖。却忆蓬池阮公咏，因吟“渌水扬洪波”。人生达命岂暇愁，且饮美酒登高楼。玉盘杨梅为君设，吴盐如花皎白雪。持盐把酒但饮之，莫学夷齐事高洁。荒城虚照碧山月，古木尽入苍梧云。东山高卧时起来，欲济苍生未应晚。歌且谣，意方远。昔人豪贵信陵君，今人耕种信陵坟。平台为客忧思多，对酒遂作梁园歌。,98.0
153,临江王节士歌,李白,唐,洞庭白波木叶稀，燕鸿始入吴云飞。吴云寒，燕鸿苦。风号沙宿潇湘浦，节士悲秋泪如雨。白日当天心，照之可以事明主。壮士愤，雄风生。安得倚天剑，跨海斩长鲸。,315.0
154,临路歌,李白,唐,大鹏飞兮振八裔，中天摧兮力不济。馀风激兮万世，游扶桑兮挂左袂。后人得之传此，仲尼亡兮谁为出涕。,601.0
155,留别王司马嵩,李白,唐,苍山容偃蹇，白日惜颓侵。鸟爱碧山远，鱼游沧海深。他日闲相访，丘中有素琴。余亦南阳子，时梁梁甫吟。愿一佐明主，功成还旧林。鲁连卖谈笑，岂是顾千金。呼鹰过上蔡，卖畚向嵩岑。陶朱虽相越，本有五湖心。西来何所梁，孤剑托知音。,106.0
156,庐山谣寄卢侍御虚舟,李白,唐,手持绿玉杖，朝别黄鹤楼。金阙前开二峰长，银河倒挂三石梁，登高壮观天地间，大江茫茫去不还。黄云万里动风色，白波九道流雪山。香炉瀑布遥相望，回崖沓嶂凌苍苍。五岳寻仙不辞远，一生好入名山游。翠影红霞映朝日，鸟飞不到吴天长。好为庐山谣，兴因庐山发。早服还丹无世情，琴心三叠道初成。遥见仙人彩云里，手把芙蓉朝玉京。闲窥石镜清我心，谢公行处苍苔没。影落明湖青黛光。先期汗漫九垓上，愿接卢敖游太清。庐山秀出南斗傍，屏风九叠云锦张，我本楚狂人，凤歌笑孔丘。,157.0
157,鲁郡东石门送杜二甫,李白,唐,醉别复几日，登临遍池台。何时石门路，重有金樽开。秋波落泗水，海色明徂徕。飞蓬各自远，且尽手中杯。,392.0
158,渌水曲,李白,唐,渌水明秋月，南湖采白蘋。荷花娇欲语，愁杀荡舟人。,649.0
159,洛阳陌,李白,唐,白玉谁家郎，回车渡天津。看花东陌上，惊动洛阳人。,936.0
160,梦游天姥吟留别,李白,唐,青冥浩荡不见底，日月照耀金银台。我欲天之梦吴越，一夜飞度镜湖月。熊咆龙吟殷岩泉，栗深林兮惊层巅。霓为衣兮风为马，云之君兮纷纷而来下。天台四万八千丈，对此欲倒东南倾。脚著谢公屐，身登青云梯。虎鼓瑟兮鸾回车，仙之人兮列如麻。洞天石扉，訇然中开。惟觉时之枕席，失向来之烟霞。忽魂悸以魄动，恍惊起而长嗟。海客谈瀛洲，烟涛微茫信难求。越人语天姥，云霞明灭或可睹。安能摧眉折腰事权贵，使我不得开心颜！谢公宿处今尚在，绿水荡漾清猿啼。列缺霹雳，丘峦崩摧。湖月照我影，送我至剡溪。天姥连天向天横，势拔五岳掩赤城。云青青兮欲雨，水澹澹兮生烟。别君去兮何时还？千岩万转路不定，迷花倚石忽已暝。半壁见海日，空中闻天鸡。且放白鹿青崖间，须行即骑访名山。世间行乐亦如此，古来万事东流水。,361.0
161,沐浴子,李白,唐,沧浪有钓叟，吾与尔同归。沐芳莫弹冠，浴兰莫振衣。处世忌太洁，至人贵藏晖。,386.0
162,南陵别儿童入京,李白,唐,会稽愚妇轻买臣，余亦辞家西入秦。呼童烹鸡酌白酒，儿女嬉笑牵人衣。高歌取醉欲自慰，起舞落日争光辉。仰天大笑出门去，我辈岂是蓬蒿人。白酒新熟山中归，黄鸡啄黍秋正肥。游说万乘苦不早，著鞭跨马涉远道。,448.0
163,拟古十二首（其十一）,李白,唐,攀荷弄其珠，荡漾不成圆。相思无由见，怅望凉风前。涉江弄秋水，爱此荷花鲜。佳人彩云里，欲赠隔远天。,611.0
164,乌夜啼,李白,唐,停梭怅然忆远人，独宿孤房泪如雨。机中织锦秦川女，碧纱如烟隔窗语。黄云城边乌欲栖，归飞哑哑枝上啼。,719.0
165,陪侍郎叔游洞庭醉后三首,李白,唐,巴陵无限酒，醉杀洞庭秋。船上齐桡乐，湖心泛月归。刬却君山好，平铺湘水流。今日竹林宴，我家贤侍郎。三杯容小阮，醉后发清狂。白鸥闲不去，争拂酒筵飞。,115.0
166,游洞庭湖五首（其二）,李白,唐,且就洞庭赊月色，将船买酒白云边。南湖秋水夜无烟，耐可乘流直上天。,838.0
167,菩萨蛮·举头忽见衡阳雁,李白,唐,举头忽见衡阳雁，千声万字情何限。叵耐薄情夫，一行书也无。泣归香阁恨，和泪掩红粉。待雁却回时，也无书寄伊。,836.0
168,菩萨蛮·平林漠漠烟如织,李白,唐,玉阶空伫立，宿鸟归飞急。何处是归程？长亭更短亭。平林漠漠烟如织，寒山一带伤心碧。暝色入高楼，有人楼上愁。,413.0
169,前有一樽酒行二首,李白,唐,落花纷纷稍觉多，美人欲醉朱颜酡。青轩桃李能几何，流光欺人忽蹉跎。胡姬貌如花，当垆笑春风。催弦拂柱与君饮，看朱成碧颜始红。当年意气不肯倾，白发如丝叹何益。春风东来忽相过，金樽渌酒生微波。琴奏龙门之绿桐，玉壶美酒清若空。君起舞，日西夕。笑春风，舞罗衣，君今不醉将安归？,417.0
170,妾薄命,李白,唐,昔日芙蓉花，今成断根草。雨落不上天，水覆难再收。宠极爱还歇，妒深情却疏。咳唾落九天，随风生珠玉。以色事他人，能得几时好？君情与妾意，各自东西流。长门一步地，不肯暂回车。汉帝宠阿娇，贮之黄金屋。,9.0
171,清平调（其一）,李白,唐,云想衣裳花想容，春风拂槛露华浓。若非群玉山头见，会向瑶台月下逢。,698.0
172,清平乐·禁庭春昼,李白,唐,禁庭春昼，莺羽披新绣。百草巧求花下斗，只赌珠玑满斗。日晚却理残妆，御前闲舞霓裳。谁道腰肢窈窕，折旋笑得君王。,104.0
173,清溪行/宣州清溪,李白,唐,人行明镜中，鸟度屏风里。借问新安江，见底何如此。向晚猩猩啼，空悲远游子。清溪清我心，水色异诸水。,683.0
174,秋登宣城谢脁北楼,李白,唐,江城如画里，山晚望晴空。人烟寒橘柚，秋色老梧桐。谁念北楼上，临风怀谢公。两水夹明镜，双桥落彩虹。,44.0
175,三五七言,李白,唐,秋风清，秋月明。落叶聚还散，寒鸦栖复惊。相思相见知何日？此时此夜难为情！,267.0
176,秋浦歌十七首,李白,唐,欲去不得去，薄游成久游。其十秋浦猿夜愁，黄山堪白头。客愁不可度，行上东大楼。其二郎听采菱女，一道夜歌归。猿声催白发，长短尽成丝。清溪非陇水，翻作断肠流。两鬓入秋浦，一朝飒已衰。牵引条上儿，饮弄水中月。妻子张白鹇，结罝映深竹。水急客舟疾，山花拂面香。其十二渌水净素月，月明白鹭飞。其七秋浦田舍翁，采鱼水中宿。其十七其十四水如一匹练，此地即平天。其六耐可乘明月，看花上酒船。江祖一片石，青天扫画屏。题诗留万古，绿字锦苔生。炉火照天地，红星乱紫烟。赧郎明月夜，歌曲动寒川。山山白鹭满，涧涧白猿吟。不知明镜里，何处得秋霜。秋浦锦驼鸟，人间天上稀。千千石楠树，万万女贞林。寄言向江水，汝意忆侬不。正西望长安，下见江水流。遥传一掬泪，为我达扬州。逻人横鸟道，江祖出鱼梁。空吟白石烂，泪满黑貂裘。秋浦千重岭，水车岭最奇。其三黯与山僧别，低头礼白云。其一其十六其九桃波一步地，了了语声闻。天倾欲堕石，水拂寄生枝。山川如剡县，风日似长沙。其十三何年是归日，雨泪下孤舟。醉上山公马，寒歌宁戚牛。山鸡羞渌水，不敢照毛衣。秋浦长似秋，萧条使人愁。其四愁作秋浦客，强看秋浦花。君莫向秋浦，猿声碎客心。其十一其十五秋浦多白猿，超腾若飞雪。其五白发三千丈，缘愁似个长。其八,860.0
177,秋日鲁郡尧祠亭上宴别杜补阙范侍御,李白,唐,我觉秋兴逸，谁云秋兴悲？歌鼓川上亭，曲度神飙吹。鲁酒白玉壶，送行驻金羁。相失各万里，茫然空尔思。山将落日去，水与晴空宜。云归碧海夕，雁没青天时。歇鞍憩古木，解带挂横枝。,782.0
178,秋思,李白,唐,征客无归日，空悲蕙草摧。胡兵沙塞合，汉使玉关回。海上碧云断，单于秋色来。燕支黄叶落，妾望自登台。,178.0
179,秋下荆门,李白,唐,霜落荆门江树空，布帆无恙挂秋风。此行不为鲈鱼鲙，自爱名山入剡中。,569.0
180,日出行/日出入行,李白,唐,其始与终古不息，人非元气，安得与之久徘徊？逆道违天，矫诬实多。谁挥鞭策驱四运？万物兴歇皆自然。吾将囊括大块，浩然与溟涬同科！草不谢荣于春风，木不怨落于秋天。日出东方隈，似从地底来。鲁阳何德，驻景挥戈？羲和！羲和！汝奚汩没于荒淫之波？历天又入海，六龙所舍安在哉？,268.0
181,塞上曲,李白,唐,命将征西极，横行阴山侧。燕支落汉家，妇女无华色。大汉无中策，匈奴犯渭桥。五原秋草绿，胡马一何骄。转战渡黄河，休兵乐事多。萧条清万阴，瀚海寂无波。,630.0
182,塞下曲六首（其一）,李白,唐,五月天山雪，无花只有寒。笛中闻折柳，春色未曾看。晓战随金鼓，宵眠抱玉鞍。愿将腰下剑，直为斩楼兰。,779.0
183,沙丘城下寄杜甫,李白,唐,城边有古树，日夕连秋声。鲁酒不可醉，齐歌空复情。思君若汶水，浩荡寄南征。我来竟何事，高卧沙丘城。,33.0
184,山中与幽人对酌,李白,唐,我醉欲眠卿且去，明朝有意抱琴来。两人对酌山花开，一杯一杯复一杯。,55.0
185,山中问答,李白,唐,问余何意栖碧山，笑而不答心自闲。桃花流水窅然去，别有天地非人间。,313.0
186,少年行二首,李白,唐,因击鲁勾践，争博勿相欺。经过燕太子，结托并州儿。少年负壮气，奋烈自有时。五陵年少金市东，银鞍白马度春风。击筑饮美酒，剑歌易水湄。落花踏尽游何处，笑入胡姬酒肆中。,84.0
187,蜀道难,李白,唐,锦城虽云乐，不如早还家。蚕丛及鱼凫，开国何茫然！蜀道之难，难于上青天，使人听此凋朱颜！朝避猛虎，夕避长蛇。青泥何盘盘，百步九折萦岩峦。扪参历井仰胁息，以手抚膺坐长叹。剑阁峥嵘而崔嵬，一夫当关，万夫莫开。问君西游何时还？畏途巉岩不可攀。所守或匪亲，化为狼与豺。飞湍瀑流争喧豗，砯崖转石万壑雷。地崩山摧壮士死，然后天梯石栈相钩连。噫吁嚱，危乎高哉！蜀道之难，难于上青天！尔来四万八千岁，不与秦塞通人烟。蜀道之难，难于上青天，侧身西望长咨嗟！黄鹤之飞尚不得过，猿猱欲度愁攀援。又闻子规啼夜月，愁空山。但见悲鸟号古木，雄飞雌从绕林间。连峰去天不盈尺，枯松倒挂倚绝壁。磨牙吮血，杀人如麻。其险也如此，嗟尔远道之人胡为乎来哉！西当太白有鸟道，可以横绝峨眉巅。上有六龙回日之高标，下有冲波逆折之回川。,490.0
188,双燕离,李白,唐,双燕复双燕，双飞令人羡。玉楼珠阁不独栖，金窗绣户长相见。柏梁失火去，因入吴王宫。吴宫又焚荡，雏尽巢亦空。憔悴一身在，孀雌忆故雄。双飞难再得，伤我寸心中。,677.0
189,送别,李白,唐,斗酒渭城边，垆头醉不眠。梨花千树雪，杨叶万条烟。惜别倾壶醑，临分赠马鞭。看君颍上去，新月到应圆。,666.0
190,送别得书字,李白,唐,水色南天远，舟行若在虚。日落看归鸟，潭澄羡跃鱼。圣朝思贾谊，应降紫泥书。迁人发佳兴，吾子访闲居。,62.0
191,送范山人归泰山,李白,唐,高高至天门，日观近可攀。云山望不及，此去何时还。鲁客抱白鹤，别余往泰山。初行若片云，杳在青崖间。,540.0
192,送贺宾客归越,李白,唐,镜湖流水漾清波，狂客归舟逸兴多。山阴道士如相见，应写黄庭换白鹅。,966.0
193,送裴十八图南归嵩山二首,李白,唐,临当上马时，我独与君言。胡姬招素手，延客醉金樽。谢公终一起，相与济苍生。同归无早晚，颍水有清源。其二风吹芳兰折，日没鸟雀喧。归时莫洗耳，为我洗其心。其一何处可为别，长安青绮门。举手指飞鸿，此情难具论。君思颍水绿，忽复归嵩岑。洗心得真情，洗耳徒买名。,421.0
194,送王屋山人魏万还王屋,李白,唐,钓台碧云中，邈与苍岭对。十三弄文史，挥笔如振绮。咆哮七十滩，水石相喷薄。东窗绿玉树，定长三五枝。径出梅花桥，双溪纳归潮。卷舒入元化，迹与古贤并。秀色不可名，清辉满江城。吾友扬子云，弦歌播清芬。朝携月光子，暮宿玉女窗。沈约八咏楼，城西孤岧峣。沛然乘天游，独往失所在。辩折田巴生，心齐鲁连子。挂席历海峤，回瞻赤城霞。白马走素车，雷奔骇心颜。魏侯继大名，本家聊摄城。乱流新安口，北指严光濑。忽然思永嘉，不惮海路赊。仙人东方生，浩荡弄云海。遥闻会稽美，且度耶溪水。云卷天地开，波连浙西大。喷壁洒素雪，空濛生昼寒。烟绵横九疑，漭荡见五湖。回桡楚江滨，挥策扬子津。西涉清洛源，颇惊人世喧。岧峣四荒外，旷望群川会。相逢乐无限，水石日在眼。乘兴但一行，且知我爱君。君来几何时，仙台应有期。路创李北海，岩开谢康乐。五月造我语，知非儓儗人。稍稍来吴都，裴回上姑苏。石梁横青天，侧足履半月。万壑与千岩，峥嵘镜湖里。鬼谷上窈窕，龙潭下奔潈。瀑布挂北斗，莫穷此水端。东浮汴河水，访我三千里。涛卷海门石，云横天际山。逸兴满吴云，飘飖浙江汜。灵溪咨沿越，华顶殊超忽。我苦惜远别，茫然使心悲。松风和猿声，搜索连洞壑。天台连四明，日入向国清。落帆金华岸，赤松若可招。却思恶溪去，宁惧恶溪恶。缙云川谷难，石门最可观。此中久延伫，入剡寻王许。身著日本裘，昂藏出风尘。虽为江宁宰，好与山公群。黄河若不断，白首长相思。采秀卧王屋，因窥洞天门。五峰转月色，百里行松声。朅来游嵩峰，羽客何双双。徒干五诸侯，不致百金产。人游月边去，舟在空中行。赤城渐微没，孤屿前峣兀。挥手杭越间，樟亭望潮还。笑读曹娥碑，沉吟黄绢语。目极心更远，悲歌但长吁。至今天坛人，当笑尔归迟。水续万古流，亭空千霜月。,215.0
195,送杨山人归嵩山,李白,唐,岁晚或相访，青天骑白龙。长留一片月，挂在东溪松。我有万古宅，嵩阳玉女峰。尔去掇仙草，菖蒲花紫茸。,874.0
196,送友人,李白,唐,青山横北郭，白水绕东城。此地一为别，孤蓬万里征。浮云游子意，落日故人情。挥手自兹去，萧萧班马鸣。,624.0
197,送友人入蜀,李白,唐,见说蚕丛路，崎岖不易行。山从人面起，云傍马头生。芳树笼秦栈，春流绕蜀城。升沉应已定，不必问君平。,131.0
198,题峰顶寺,李白,唐,夜宿峰顶寺，举手扪星辰。不敢高声语，恐惊天上人。,716.0
199,听蜀僧濬弹琴,李白,唐,客心洗流水，馀响入霜钟。为我一挥手，如听万壑松。蜀僧抱绿绮，西下峨眉峰。不觉碧山暮，秋云暗几重。,536.0
200,王昭君二首,李白,唐,汉月还从东海出，明妃西嫁无来日。其二昭君拂玉鞍，上马啼红颊。今日汉宫人，明朝胡地妾。燕支长寒雪作花，蛾眉憔悴没胡沙。其一一上玉关道，天涯去不归。生乏黄金枉图画，死留青冢使人嗟。汉家秦地月，流影照明妃。,806.0
201,望庐山瀑布,李白,唐,日照香炉生紫烟，遥看瀑布挂前川。飞流直下三千尺，疑是银河落九天。,286.0
202,望天门山,李白,唐,天门中断楚江开，碧水东流至此回。两岸青山相对出，孤帆一片日边来。,883.0
203,望鹦鹉洲怀祢衡,李白,唐,魏帝营八极，蚁观一祢衡。鸷鹗啄孤凤，千春伤我情。至今芳洲上，兰蕙不忍生。黄祖斗筲人，杀之受恶名。才高竟何施，寡识冒天刑。吴江赋鹦鹉，落笔超群英。锵锵振金玉，句句欲飞鸣。五岳起方寸，隐然讵可平。,590.0
204,望终南山寄紫阁隐者,李白,唐,出门见南山，引领意无限。秀色难为名，苍翠日在眼。有时白云起，天际自舒卷。心中与之然，托兴每不浅。何当造幽人，灭迹栖绝巘。,472.0
205,闻王昌龄左迁龙标遥有此寄,李白,唐,杨花落尽子规啼，闻道龙标过五溪。我寄愁心与明月，随君直到夜郎西。,496.0
206,侠客行,李白,唐,三杯吐然诺，五岳倒为轻眼花耳热后，意气素霓生。闲过信陵饮，脱剑膝前横。救赵挥金槌，邯郸先震惊。纵死侠骨香，不惭世上英。将炙啖朱亥，持觞劝侯嬴。赵客缦胡缨，吴钩霜雪明。十步杀一人，千里不留行。千秋二壮士，烜赫大梁城。银鞍照白马，飒沓如流星。谁能书阁下，白首太玄经。事了拂衣去，深藏身与名。,66.0
207,下终南山过斛斯山人宿置酒,李白,唐,欢言得所憩，美酒聊共挥。我醉君复乐，陶然共忘机。却顾所来径，苍苍横翠微。暮从碧山下，山月随人归。长歌吟松风，曲尽河星稀。相携及田家，童稚开荆扉。绿竹入幽径，青萝拂行衣。,11.0
208,相逢行二首,李白,唐,朝骑五花马，谒帝出银台。秀色谁家子，云车珠箔开。金鞭遥指点，玉勒近迟回。夹毂相借问，疑从天上来。蹙入青绮门，当歌共衔杯。衔杯映歌扇，似迟云中见。相见不得亲，不如不相见。相见情已深，未语可知心。胡为守空闺，孤眠愁锦衾。锦衾与罗帏，缠绵会有时。春风正澹荡，暮雨来何迟。愿因三青鸟，更报长相思。光景不待人，须臾发成丝。当年失行乐，老去徒伤悲。持此道密意，毋令旷佳期。相逢红尘内，高揖黄金鞭。万户垂杨里，君家阿那边。,798.0
209,襄阳歌,李白,唐,车旁侧挂一壶酒，凤笙龙管行相催。百年三万六千日，一日须倾三百杯。泪亦不能为之堕，心亦不能为之哀。咸阳市中叹黄犬，何如月下倾金罍？舒州杓，力士铛，李白与尔同死生。千金骏马换小妾，笑坐雕鞍歌《落梅》。落日欲没岘山西，倒著接蓠花下迷。清风朗月不用一钱买，玉山自倒非人推。鸬鹚杓，鹦鹉杯。旁人借问笑何事，笑杀山公醉似泥。君不见晋朝羊公一片石，龟头剥落生莓苔。襄阳小儿齐拍手，拦街争唱《白铜鞮》。襄王云雨今安在？江水东流猿夜声。遥看汉水鸭头绿，恰似葡萄初酦醅。此江若变作春酒，垒曲便筑糟丘台。,200.0
210,谢公亭·盖谢脁范云之所游,李白,唐,谢亭离别处，风景每生愁。客散青天月，山空碧水流。池花春映日，窗竹夜鸣秋。今古一相接，长歌怀旧游。,93.0
211,行路难三首,李白,唐,闲来垂钓碧溪上，忽复乘舟梦日边。有耳莫洗颍川水，有口莫食首阳蕨。且乐生前一杯酒，何须身后千载名？弹剑作歌奏苦声，曳裾王门不称情。金樽清酒斗十千，玉盘珍羞直万钱。子胥既弃吴江上，屈原终投湘水滨。羞逐长安社中儿，赤鸡白狗赌梨栗。大道如青天，我独不得出。行路难，归去来！吾观自古贤达人，功成不退皆殒身。华亭鹤唳讵可闻？上蔡苍鹰何足道？昭王白骨萦蔓草，谁人更扫黄金台？欲渡黄河冰塞川，将登太行雪满山。停杯投箸不能食，拔剑四顾心茫然。剧辛乐毅感恩分，输肝剖胆效英才。君不见吴中张翰称达生，秋风忽忆江东行。淮阴市井笑韩信，汉朝公卿忌贾生。君不见昔时燕家重郭隗，拥篲折节无嫌猜。含光混世贵无名，何用孤高比云月？长风破浪会有时，直挂云帆济沧海。陆机雄才岂自保？李斯税驾苦不早。行路难！行路难！多歧路，今安在？,358.0
212,行路难（其一）,李白,唐,金樽清酒斗十千，玉盘珍羞直万钱。停杯投箸不能食，拔剑四顾心茫然。欲渡黄河冰塞川，将登太行雪满山。闲来垂钓碧溪上，忽复乘舟梦日边。行路难，行路难，多歧路，今安在？长风破浪会有时，直挂云帆济沧海。,348.0
213,行路难三首（其三）,李白,唐,有耳莫洗颍川水，有口莫食首阳蕨。且乐生前一杯酒，何须身后千载名？吾观自古贤达人，功成不退皆殒身。含光混世贵无名，何用孤高比云月？华亭鹤唳讵可闻？上蔡苍鹰何足道？陆机雄才岂自保？李斯税驾苦不早。君不见吴中张翰称达生，秋风忽忆江东行。子胥既弃吴江上，屈原终投湘水滨。,824.0
214,宣州谢脁楼饯别校书叔云,李白,唐,俱怀逸兴壮思飞，欲上青天揽明月。蓬莱文章建安骨，中间小谢又清发。抽刀断水水更流，举杯销愁愁更愁。弃我去者，昨日之日不可留；长风万里送秋雁，对此可以酣高楼。人生在世不称意，明朝散发弄扁舟。乱我心者，今日之日多烦忧。,854.0
215,寻雍尊师隐居,李白,唐,群峭碧摩天，逍遥不记年。拨云寻古道，倚石听流泉。花暖青牛卧，松高白鹤眠。语来江色暮，独自下寒烟。,331.0
216,阳春歌,李白,唐,飞燕皇后轻身舞，紫宫夫人绝世歌。绣户中，相经过。长安白日照春空，绿杨结烟垂袅风。披香殿前花始红，流芳发色绣户中。圣君三万六千日，岁岁年年奈乐何。,266.0
217,杨叛儿,李白,唐,博山炉中沉香火，双烟一气凌紫霞。何许最关人，乌啼白门柳。君歌杨叛儿，妾劝新丰酒。乌啼隐杨花，君醉留妾家。,305.0
218,野田黄雀行,李白,唐,游莫逐炎洲翠，栖莫近吴宫燕。吴宫火起焚巢窠，炎洲逐翠遭网罗。萧条两翅蓬蒿下，纵有鹰鹯奈若何。,449.0
219,夜泊牛渚怀古,李白,唐,牛渚西江夜，青天无片云。登舟望秋月，空忆谢将军。余亦能高咏，斯人不可闻。明朝挂帆席，枫叶落纷纷。,259.0
220,夜下征虏亭,李白,唐,山花如绣颊，江火似流萤。船下广陵去，月明征虏亭。,128.0
221,夜坐吟,李白,唐,冬夜夜寒觉夜长，沉吟久坐坐北堂。冰合井泉月入闺，金缸青凝照悲啼。金缸灭，啼转多。掩妾泪，听君歌。歌有声，妾有情。情声合，两无违。一语不入意，从君万曲梁尘飞。,222.0
222,以诗代书答元丹丘,李白,唐,青鸟海上来，今朝发何处？口衔云锦书，与我忽飞去。鸟去凌紫烟，书留绮窗前。开缄方一笑，乃是故人传。故人深相勖，忆我劳心曲。离居在咸阳，三见秦草绿。置书双袂间，引领不暂闲。长望杳难见，浮云横远山。,44.0
223,忆东山二首,李白,唐,不向东山久，蔷薇几度花。白云还自散，明月落谁家。我今携谢妓，长啸绝人群。欲报东山客，开关扫白云。,877.0
224,忆旧游寄谯郡元参军,李白,唐,时时出向城西曲，晋祠流水如碧玉。五月相呼渡太行，摧轮不道羊肠苦。琼杯绮食青玉案，使我醉饱无归心。黄金白璧买歌笑，一醉累月轻王侯。浮舟弄水箫鼓鸣，微波龙鳞莎草绿。一溪初入千花明，万壑度尽松风声。袖长管催欲轻举，汉东太守醉起舞。手持锦袍覆我身，我醉横眠枕其股。回山转海不作难，倾情倒意无所惜。余既还山寻故巢，君亦归家渡渭桥。问余别恨今多少，落花春暮争纷纷。此时行乐难再遇，西游因献《长杨赋》。海内贤豪青云客，就中与君心莫逆。北阙青云不可期，东山白首还归去。君家严君勇貔虎，作尹并州遏戎虏。兴来携妓恣经过，其若杨花似雪何！红妆欲醉宜斜日，百尺清潭写翠娥。不忍别，还相随。我向淮南攀桂枝，君留洛北愁梦思。呼儿长跪缄此辞，寄君千里遥相忆。清风吹歌入空去，歌曲自绕行云飞。翠娥婵娟初月辉，美人更唱舞罗衣。当筵意气凌九霄，星离雨散不终朝，分飞楚关山水遥。忆昔洛阳董糟丘，为余天津桥南造酒楼。行来北凉岁月深，感君贵义轻黄金。言亦不可尽，情亦不可及。餐霞楼上动仙乐，嘈然宛似鸾凤鸣。渭桥南头一遇君，酂台之北又离群。银鞍金络到平地，汉东太守来相迎。相随迢迢访仙城，三十六曲水回萦。紫阳之真人，邀我吹玉笙。,841.0
225,忆秦娥·箫声咽,李白,唐,乐游原上清秋节，咸阳古道音尘绝。音尘绝，西风残照，汉家陵阙。箫声咽，秦娥梦断秦楼月。秦楼月，年年柳色，灞陵伤别。,129.0
