index,title,author,dynasty,content,favor
517,左迁至蓝关示侄孙湘,韩愈,唐,一封朝奏九重天，夕贬潮州路八千。欲为圣明除弊事，肯将衰朽惜残年！云横秦岭家何在？雪拥蓝关马不前。知汝远来应有意，好收吾骨瘴江边。,551.0
518,回乡偶书（其一）,贺知章,唐,少小离家老大回，乡音无改鬓毛衰。儿童相见不相识，笑问客从何处来。,489.0
519,题袁氏别业/偶游主人园,贺知章,唐,主人不相识，偶坐为林泉。莫谩愁沽酒，囊中自有钱。,305.0
520,咏柳,贺知章,唐,不知细叶谁裁出，二月春风似剪刀。碧玉妆成一树高，万条垂下绿丝绦。,718.0
521,不第后赋菊,黄巢,唐,冲天香阵透长安，满城尽带黄金甲。待到秋来九月八，我花开后百花杀。,689.0
522,题菊花,黄巢,唐,飒飒西风满院栽，蕊寒香冷蝶难来。他年我若为青帝，报与桃花一处开。,740.0
523,旅次朔方/渡桑干,贾岛,唐,客舍并州已十霜，归心日夜忆咸阳。无端更渡桑干水，却望并州是故乡。,671.0
524,巴陵夜别王八员外/三湘有怀,贾至,唐,柳絮飞时别洛阳，梅花发后到三湘。世情已逐浮云散，离恨空随江水长。,747.0
525,安定城楼,李商隐,唐,迢递高城百尺楼，绿杨枝外尽汀洲。永忆江湖归白发，欲回天地入扁舟。不知腐鼠成滋味，猜意鹓雏竟未休。贾生年少虚垂涕，王粲春来更远游。,737.0
526,寄韩潮州愈,贾岛,唐,峰悬驿路残云断，海浸城根老树秋。一夕瘴烟风卷尽，月明初上浪西楼。此心曾与木兰舟，直到天南潮水头。隔岭篇章来华岳，出关书信过泷流。,670.0
527,寄远,贾岛,唐,家住锦水上，身征辽海边。十书九不到，一到忽经年。,948.0
528,剑客,贾岛,唐,十年磨一剑，霜刃未曾试。今日把示君，谁有不平事？,460.0
529,暮过山村,贾岛,唐,怪禽啼旷野，落日恐行人。萧条桑柘处，烟火渐相亲。初月未终夕，边烽不过秦。数里闻寒水，山家少四邻。,534.0
530,三月晦日赠刘评事/三月晦日送春,贾岛,唐,共君今夜不须睡，未到晓钟犹是春。三月正当三十日，风光别我苦吟身。,898.0
531,题李凝幽居,贾岛,唐,鸟宿池边树，僧敲月下门。暂去还来此，幽期不负言。闲居少邻并，草径入荒园。过桥分野色，移石动云根。,708.0
532,题诗后,贾岛,唐,两句三年得，一吟双泪流。知音如不赏，归卧故山秋。,540.0
533,题兴化园亭,贾岛,唐,破却千家作一池，不栽桃李种蔷薇。蔷薇花落秋风起，荆棘满庭君始知。,486.0
534,雪晴晚望,贾岛,唐,倚杖望晴雪，溪云几万重。樵人归白屋，寒日下危峰。野火烧冈草，断烟生石松。却回山寺路，闻打暮天钟。,885.0
535,寻隐者不遇,贾岛,唐,松下问童子，言师采药去。只在此山中，云深不知处。,659.0
536,忆江上吴处士,贾岛,唐,兰桡殊未返，消息海云端。秋风生渭水，落叶满长安。此地聚会夕，当时雷雨寒。闽国扬帆去，蟾蜍亏复团。,542.0
537,初至巴陵与李十二白、裴九同泛洞庭湖三首·其二,贾至,唐,乘兴轻舟无近远，白云明月吊湘娥。枫岸纷纷落叶多，洞庭秋水晚来波。,8.0
538,春思二首（其一）,贾至,唐,草色青青柳色黄，桃花历乱李花香。东风不为吹愁去，春日偏能惹恨长。,823.0
539,洞庭送李十二赴零陵,贾至,唐,今日相逢落叶前，洞庭秋水远连天。共说金华旧游处，回看北斗欲潸然。,55.0
540,送李侍郎赴常州,贾至,唐,雪晴云散北风寒，楚水吴山道路难。今日送君须尽醉，明朝相忆路漫漫。,649.0
541,早朝大明宫呈两省僚友,贾至,唐,千条弱柳垂青琐，百啭流莺满建章。剑佩声随玉墀步，衣冠身惹御炉香。银烛朝天紫陌长，禁城春色晓苍苍。共沐恩波凤池上，朝朝染翰侍君王。,533.0
542,北齐二首,李商隐,唐,一笑相倾国便亡，何劳荆棘始堪伤。晋阳已陷休回顾，更请君王猎一围。小怜玉体横陈夜，已报周师入晋阳。巧笑知堪敌万几，倾城最在著戎衣。,132.0
543,北青萝,李商隐,唐,独敲初夜磬，闲倚一枝藤。残阳西入崦，茅屋访孤僧。落叶人何在，寒云路几层。世界微尘里，吾宁爱与憎。,659.0
544,蝉,李商隐,唐,五更疏欲断，一树碧无情。烦君最相警，我亦举家清。本以高难饱，徒劳恨费声。薄宦梗犹泛，故园芜已平。,917.0
545,嫦娥,李商隐,唐,云母屏风烛影深，长河渐落晓星沉。嫦娥应悔偷灵药，碧海青天夜夜心。,444.0
546,嘲桃,李商隐,唐,春风为开了，却拟笑春风。无赖夭桃面，平明露井东。,826.0
547,筹笔驿,李商隐,唐,管乐有才真不忝，关张无命欲何如？他年锦里经祠庙，梁父吟成恨有馀。猿鸟犹疑畏简书，风云常为护储胥。徒令上将挥神笔，终见降王走传车。,182.0
548,春雨,李商隐,唐,远路应悲春晼晚，残宵犹得梦依稀。玉珰缄札何由达，万里云罗一雁飞。红楼隔雨相望冷，珠箔飘灯独自归。怅卧新春白袷衣，白门寥落意多违。,518.0
549,代赠二首,李商隐,唐,楼上黄昏欲望休，玉梯横绝月中钩。总把春山扫眉黛，不知供得几多愁？东南日出照高楼，楼上离人唱石州。芭蕉不展丁香结，同向春风各自愁。,640.0
550,悼伤后赴东蜀辟至散关遇雪,李商隐,唐,剑外从军远，无家与寄衣。散关三尺雪，回梦旧鸳机。,124.0
551,乐游原,李商隐,唐,夕阳无限好，只是近黄昏。向晚意不适，驱车登古原。,41.0
552,风雨,李商隐,唐,心断新丰酒，销愁斗几千。新知遭薄俗，旧好隔良缘。凄凉宝剑篇，羁泊欲穷年。黄叶仍风雨，青楼自管弦。,889.0
553,宫辞,李商隐,唐,君恩如水向东流，得宠忧移失宠愁。莫向尊前奏花落，凉风只在殿西头。,92.0
554,宫妓,李商隐,唐,珠箔轻明拂玉墀，披香新殿斗腰支。不须看尽鱼龙戏，终遣君王怒偃师。,529.0
555,韩碑,李商隐,唐,碑高三丈字如斗，负以灵鳌蟠以螭。愿书万本诵万遍，口角流沫右手胝。文成破体书在纸，清晨再拜铺丹墀。长绳百尺拽碑倒，粗砂大石相磨治。传之七十有二代，以为封禅玉检明堂基。呜呼圣王及圣相，相与烜赫流淳熙。公退斋戒坐小阁，濡染大笔何淋漓。帝得圣相相曰度，贼斫不死神扶持。腰悬相印作都统，阴风惨澹天王旗。公之斯文若元气，先时已入人肝脾。愬武古通作牙爪，仪曹外郎载笔随。誓将上雪列圣耻，坐法宫中朝四夷。元和天子神武姿，彼何人哉轩与羲。淮西有贼五十载，封狼生貙貙生罴。汤盘孔鼎有述作，今无其器存其辞。表曰臣愈昧死上，咏神圣功书之碑。句奇语重喻者少，谗之天子言其私。帝曰汝度功第一，汝从事愈宜为辞。不据山河据平地，长戈利矛日可麾。愈拜稽首蹈且舞，金石刻画臣能为。入蔡缚贼献太庙，功无与让恩不訾。公之斯文不示后，曷与三五相攀追。古者世称大手笔，此事不系于职司。行军司马智且勇，十四万众犹虎貔。当仁自古有不让，言讫屡颔天子颐。点窜《尧典》《舜典》字，涂改清庙生民诗。,649.0
556,韩冬郎即席为诗相送一座尽惊他日余方追吟连宵侍坐裴回久之句有老成之风因成二绝寄酬兼呈畏之员外（其一）,李商隐,唐,十岁裁诗走马成，冷灰残烛动离情。桐花万里丹山路，雏凤清于老凤声。剑栈风樯各苦辛，别时冰雪到时春。为凭何逊休联句，瘦尽东阳姓沈人。,316.0
557,骄儿诗,李商隐,唐,绕堂复穿林，沸若金鼎溢。门有长者来，造次请先出。穰苴司马法，张良黄石术。便为帝王师，不假更纤悉。儿当速成大，探雏入虎穴。当为万户侯，勿守一经帙。古锦请裁衣，玉轴亦欲乞。请爷书春胜，春胜宜春日。衮师我骄儿，美秀乃无匹。文葆未周晬，固已知六七。前朝尚器貌，流品方第一。不然神仙姿，不尔燕鹤骨。或谑张飞胡，或笑邓艾吃。豪鹰毛崱屴，猛马气佶傈。客前问所须，含意下吐实。归来学客面，e5败秉爷笏。芭蕉斜卷笺，辛夷低过笔。爷昔好读书，恳苦自著述。凝走弄香奁，拔脱金屈戌。抱持多反侧，威怒不可律。欲争蛱蝶轻，未谢柳絮疾。阶前逢阿姊，六甲颇输失。憔悴欲四十，无肉畏蚤虱。儿慎勿学爷，读书求甲乙。四岁知名姓，眼不视梨栗。交朋颇窥观，谓是丹穴物。截得青筼筜，骑走恣唐突。忽复学参军，按声唤苍鹘。安得此相谓，欲慰衰朽质。青春妍和月，朋戏浑甥侄。曲躬牵窗网，衉唾拭琴漆。有时看临书，挺立不动膝。况今西与北，羌戎正狂悖。诛赦两未成，将养如痼疾。又复纱灯旁，稽首礼夜佛。仰鞭罥蛛网，俯首饮花蜜。,878.0
558,悯农二首,李绅,唐,春种一粒粟，秋收万颗子。其二其一四海无闲田，农夫犹饿死。锄禾日当午，汗滴禾下土。谁知盘中餐，粒粒皆辛苦。,449.0
559,春梦歌,曹雪芹,清,寄言众儿女，何必觅闲愁。春梦随云散，飞花逐水流。,362.0
560,国民党党歌（三民主义）,孙中山,近代,一心一德，贯彻始终。矢勤矢勇，必信必忠，以建民国，以建大同。夙夜匪懈，主义是从。咨尔多士，为民先锋，三民主义，吾党所宗，,276.0
561,难念的经,林夕,近代,悔旧日太执信约誓为悲欢哀怨妒着迷怕幸运会转眼远逝为贪嗔喜恶怒着迷天阔阔雪漫漫共谁同航这沙滚滚水皱皱笑着浪荡责你我太贪功恋势怪大地众生太美丽贪欢一刻偏教那女儿情长埋葬啊舍不得璀灿俗世啊躲不开痴恋的欣慰啊找不到色相代替啊参一生参不透这条难题拈花把酒偏折煞世人情狂凭这两眼与百臂或千手不能防吞风吻雨葬落日未曾彷徨欺山赶海践雪径也未绝望笑你我枉花光心计爱竞逐镜花那美丽,478.0
562,花下醉,李商隐,唐,客散酒醒深夜后，更持红烛赏残花。寻芳不觉醉流霞，倚树沉眠日已斜。,390.0
563,浑河中,李商隐,唐,九庙无尘八马回，奉天城垒长春苔。咸阳原上英雄骨，半向君家养马来。,747.0
564,寄令狐郎中,李商隐,唐,休问梁园旧宾客，茂陵秋雨病相如。嵩云秦树久离居，双鲤迢迢一纸书。,153.0
565,寄蜀客,李商隐,唐,君到临邛问酒垆，近来还有长卿无。金徽却是无情物，不许文君忆故夫。,333.0
566,贾生,李商隐,唐,宣室求贤访逐臣，贾生才调更无伦。可怜夜半虚前席，不问苍生问鬼神。,213.0
567,锦瑟,李商隐,唐,锦瑟无端五十弦，一弦一柱思华年。此情可待成追忆，只是当时已惘然。沧海月明珠有泪，蓝田日暖玉生烟。庄生晓梦迷蝴蝶，望帝春心托杜鹃。,148.0
568,哭刘司户蕡,李商隐,唐,去年相送地，春雪满黄陵。空闻迁贾谊，不待相孙弘。路有论冤谪，言皆在中兴。江阔惟回首，天高但抚膺。,497.0
569,泪,李商隐,唐,人去紫台秋入塞，兵残楚帐夜闻歌。永巷长年怨绮罗，离情终日思风波。朝来灞水桥边问，未抵青袍送玉珂。湘江竹上痕无限，岘首碑前洒几多。,650.0
570,柳,李商隐,唐,曾逐东风拂舞筵，乐游春苑断肠天。如何肯到清秋日，已带斜阳又带蝉。,795.0
571,落花,李商隐,唐,高阁客竟去，小园花乱飞。肠断未忍扫，眼穿仍欲归。芳心向春尽，所得是沾衣。参差连曲陌，迢递送斜晖。,84.0
572,马嵬（其二）,李商隐,唐,如何四纪为天子，不及卢家有莫愁。空闻虎旅传宵柝，无复鸡人报晓筹。海外徒闻更九州，他生未卜此生休。此日六军同驻马，当时七夕笑牵牛。,211.0
573,牡丹,李商隐,唐,石家蜡烛何曾剪，荀令香炉可待熏。垂手乱翻雕玉佩，折腰争舞郁金裙。我是梦中传彩笔，欲书花叶寄朝云。锦帏初卷卫夫人，绣被犹堆越鄂君。,300.0
574,暮秋独游曲江,李商隐,唐,荷叶生时春恨生，荷叶枯时秋恨成。深知身在情长在，怅望江头江水声。,539.0
575,偶成转韵七十二句赠四同舍,李商隐,唐,韩公堆上跋马时，回望秦川树如荠。公事武皇为铁冠，历厅请我相所难。我时憔悴在书阁，卧枕芸香春夜阑。明年赴辟下昭桂，东郊恸哭辞兄弟。谢游桥上澄江馆，下望山城如一弹。众中赏我赋高唐，回看屈宋由年辈。手封狴牢屯制囚，直厅印锁黄昏愁。且吟王粲从军乐，不赋渊明归去来。我来不见隆准人，沥酒空馀庙中客。廷评日下握灵蛇，书记眠时吞彩凤。爱君忧国去未能，白道青松了然在。路逢邹枚不暇揖，腊月大雪过大梁。青袍白简风流极，碧沼红莲倾倒开。收旗卧鼓相天子，相门出相光青史。诘旦九门传奏章，高车大马来煌煌。武威将军使中侠，少年箭道惊杨叶。斩蛟断璧不无意，平生自许非匆匆。战功高后数文章，怜我秋斋梦蝴蝶。横行阔视倚公怜，狂来笔力如牛弩。之子夫君郑与裴，何甥谢舅当世才。蓝山宝肆不可入，玉中仍是青琅玕。彭门十万皆雄勇，首戴公恩若山重。湘妃庙下已春尽，虞帝城前初日曛。忆昔公为会昌宰，我时入谒虚怀待。旧山万仞青霞外，望见扶桑出东海。此时闻有燕昭台，挺身东望心眼开。鹧鸪声苦晓惊眠，朱槿花娇晚相伴。征东同舍鸳与鸾，酒酣劝我悬征鞍。归来寂寞灵台下，著破蓝衫出无马。沛国东风吹大泽，蒲青柳碧春一色。依稀南指阳台云，鲤鱼食钩猿失群。平明赤帖使修表，上贺嫖姚收贼州。天官补吏府中趋，玉骨瘦来无一把。借酒祝公千万年，吾徒礼分常周旋。顷之失职辞南风，破帆坏桨荆江中。我生粗疏不足数，梁父哀吟鸲鹆舞。,706.0
576,屏风,李商隐,唐,六曲连环接翠帷，高楼半夜酒醒时。掩灯遮雾密如此，雨落月明俱不知。,240.0
577,曲江,李商隐,唐,金舆不返倾城色，玉殿犹分下苑波。天荒地变心虽折，若比伤春意未多。死忆华亭闻唳鹤，老忧王室泣铜驼。望断平时翠辇过，空闻子夜鬼悲歌。,60.0
578,日日,李商隐,唐,日日春光斗日光，山城斜路杏花香。几时心绪浑无事，得及游丝百尺长。,151.0
579,日射,李商隐,唐,回廊四合掩寂寞，碧鹦鹉对红蔷薇。日射纱窗风撼扉，香罗拭手春事违。,39.0
580,霜月,李商隐,唐,初闻征雁已无蝉，百尺楼高水接天。青女素娥俱耐冷，月中霜里斗婵娟。,225.0
581,宿骆氏亭寄怀崔雍崔衮,李商隐,唐,秋阴不散霜飞晚，留得枯荷听雨声。竹坞无尘水槛清，相思迢递隔重城。,54.0
582,隋宫,李商隐,唐,玉玺不缘归日角，锦帆应是到天涯。地下若逢陈后主，岂宜重问后庭花。于今腐草无萤火，终古垂杨有暮鸦。紫泉宫殿锁烟霞，欲取芜城作帝家。,179.0
583,晚晴,李商隐,唐,并添高阁迥，微注小窗明。越鸟巢干后，归飞体更轻。深居俯夹城，春去夏犹清。天意怜幽草，人间重晚晴。,811.0
584,微雨,李商隐,唐,初随林霭动，稍共夜凉分。窗迥侵灯冷，庭虚近水闻。,108.0
585,为有,李商隐,唐,无端嫁得金龟婿，辜负香衾事早朝。为有云屏无限娇，凤城寒尽怕春宵。,68.0
586,无题二首（其一）,李商隐,唐,十四藏六亲，悬知犹未嫁。十二学弹筝，银甲不曾卸。八岁偷照镜，长眉已能画。十岁去踏青，芙蓉作裙衩。十五泣春风，背面秋千下。,885.0
587,无题,李商隐,唐,晓镜但愁云鬓改，夜吟应觉月光寒。相见时难别亦难，东风无力百花残。蓬山此去无多路，青鸟殷勤为探看。春蚕到死丝方尽，蜡炬成灰泪始干。,307.0
588,无题·昨夜星辰昨夜风,李商隐,唐,身无彩凤双飞翼，心有灵犀一点通。隔座送钩春酒暖，分曹射覆蜡灯红。昨夜星辰昨夜风，画楼西畔桂堂东。嗟余听鼓应官去，走马兰台类转蓬。,776.0
589,无题·凤尾香罗薄几重,李商隐,唐,凤尾香罗薄几重，碧文圆顶夜深缝。扇裁月魄羞难掩，车走雷声语未通。曾是寂寥金烬暗，断无消息石榴红。斑骓只系垂杨岸，何处西南任好风。,273.0
590,无题·来是空言去绝踪,李商隐,唐,蜡照半笼金翡翠，麝熏微度绣芙蓉。刘郎已恨蓬山远，更隔蓬山一万重！梦为远别啼难唤，书被催成墨未浓。来是空言去绝踪，月斜楼上五更钟。,898.0
591,行次西郊作一百韵,李商隐,唐,临门送节制，以锡通天班。破者以族灭，存者尚迁延。指顾动白日，暖热回苍旻。公卿辱嘲叱，唾弃如粪丸。晋公忌此事，多录边将勋。因令猛毅辈，杂牧升平民。乐祸忘怨敌，树党多狂狷。生为人所惮，死非人所怜。健儿立霜雪，腹歉衣裳单。馈饷多过时，高估铜与铅。筋体半痿痺，肘腋生臊膻。列圣蒙此耻，含怀不能宣。礼数异君父，羁縻如羌零。直求输赤诚，所望大体全。中原困屠解，奴隶厌肥豚。皇子弃不乳，椒房抱羌浑。巍巍政事堂，宰相厌八珍。敢问下执事，今谁掌其权。抢攘互间谍，孰辨枭与鸾。千马无返辔，万车无还辕。蛇年建午月，我自梁还秦。南下大散关，北济渭之滨。因今左藏库，摧毁惟空垣。如人当一身，有左无右边。高田长檞枥，下田长荆榛。农具弃道旁，饥牛死空墩。快刀断其头，列若猪牛悬。凤翔三百里，兵马如黄巾。依依过村落，十室无一存。存者皆面啼，无衣可迎宾。儿孙生未孩，弃之无惨颜。不复议所适，但欲死山间。生分作死誓，挥泪连秋云。廷臣例獐怯，诸将如羸奔。生小太平年，不识夜闭门。少壮尽点行，疲老守空村。山东望河北，爨烟犹相联。朝廷不暇给，辛苦无半年。生儿不远征，生女事四邻。浊酒盈瓦缶，烂谷堆荆囷。官健腰佩弓，自言为官巡。常恐值荒迥，此辈还射人。是时正忘战，重兵多在边。列城绕长河，平明插旗幡。谋臣拱手立，相戒无敢先。万国困杼轴，内库无金钱。节使杀亭吏，捕之恐无因。咫尺不相见，旱久多黄尘。但闻虏骑入，不见汉兵屯。大妇抱儿哭，小妇攀车轓。尔来又三岁，甘泽不及春。盗贼亭午起，问谁多穷民。使典作尚书，厮养为将军。慎勿道此言，此言未忍闻。忤者死艰屦，附之升顶颠。华侈矜递衒，豪俊相并吞。伊昔称乐土，所赖牧伯仁。官清若冰玉，吏善如六亲。中原遂多故，除授非至尊。或出幸臣辈，或由帝戚恩。我听此言罢，冤愤如相焚。昔闻举一会，群盗为之奔。重赐竭中国，强兵临北边。控弦二十万，长臂皆如猿。健儿庇旁妇，衰翁舐童孙。况自贞观后，命官多儒臣。大朝会万方，天子正临轩。采旂转初旭，玉座当祥烟。为贼扫上阳，捉人送潼关。玉辇望南斗，未知何日旋。草木半舒坼，不类冰雪晨。又若夏苦热，燋卷无芳津。因失生惠养，渐见征求频。奚寇西北来，挥霍如天翻。始若畏人问，及门还具陈。右辅田畴薄，斯民常苦贫。近年牛医儿，城社更扳援。盲目把大旆，处此京西藩。皇都三千里，来往同雕鸢。五里一换马，十里一开筵。金障既特设，珠帘亦高褰。捋须蹇不顾，坐在御榻前。城空鼠雀死，人去豺狼喧。南资竭吴越，西费失河源。疮疽几十载，不敢扶其根。国蹙赋更重，人稀役弥繁。行人搉行资，居者税屋椽。中间遂作梗，狼藉用戈鋋。叩头出鲜血，滂沱污紫宸。九重黯已隔，涕泗空沾唇。又闻理与乱，在人不在天。我愿为此事，君前剖心肝。愧客问本末，愿客无因循。郿坞抵陈仓，此地忌黄昏。夜半军牒来，屯兵万五千。乡里骇供亿，老少相扳牵。例以贤牧伯，徵入司陶钧。降及开元中，奸邪挠经纶。诚知开辟久，遘此云雷屯。送者问鼎大，存者要高官。,587.0
592,燕台四首,李商隐,唐,愁将铁网罥珊瑚，海阔天宽迷处所。石城景物类黄泉，夜半行郎空柘弹。楚管蛮弦愁一概，空城舞罢腰支在。 衣带无情有宽窄，春烟自碧秋霜白。风光冉冉东西陌，几日娇魂寻不得。研丹擘石天不知，愿得天牢锁冤魄。冻壁霜华交隐起，芳根中断香心死。歌唇一世衔雨看，可惜馨香手中故。夹罗委箧单绡起，香肌冷衬琤琤佩。蜜房羽客类芳心，冶叶倡条遍相识。金鱼锁断红桂春，古时尘满鸳鸯茵。今日东风自不胜，化作幽光入西海。天东日出天西下，雌凤孤飞女龙寡。帘钩鹦鹉夜惊霜，唤起南云绕云梦。月浪衡天天宇湿，凉蟾落尽疏星入。堪悲小苑作长道，玉树未怜亡国人。醉起微阳若初曙，映帘梦断闻残语。蜀魂寂寞有伴未，几夜瘴花开木棉。云屏不动掩孤蟹，西楼一夜风筝急。青溪白石不相望，堂中远甚苍梧野。直教银汉堕怀中，未遣星妃镇来去。前阁雨帘愁不卷，后堂芳树阴阴见。浪乘画舸忆蟾蜍，月娥未必婵娟子。瑶琴愔愔藏楚弄，越罗冷薄金泥重。破鬟矮堕凌朝寒，白玉燕钗黄金蝉。但闻北斗声回环，不见长河水清浅。绫扇唤风阊阖天，轻帷翠幕波渊旋。安得薄雾起缃裙，手接云呼太君。当时欢向掌中销，桃叶桃根双姊妹。桂宫流影光难取，嫣薰兰破轻轻语。双珰丁丁联尺素，内记湘川相识处。欲织相思花寄远，终日相思却相怨。暖蔼辉迟桃树西，高鬟立共桃鬟齐。风车雨马不持去，蜡烛啼红怨天曙。雄龙雌凤杳何许？絮乱丝繁天亦迷。浊水清波何异源，济河水清黄河浑。,719.0
593,瑶池,李商隐,唐,瑶池阿母绮窗开，黄竹歌声动地哀。八骏日行三万里，穆王何事不重来。,436.0
594,夜雨寄北,李商隐,唐,君问归期未有期，巴山夜雨涨秋池。何当共剪西窗烛，却话巴山夜雨时。,518.0
595,谒山,李商隐,唐,从来系日乏长绳，水去云回恨不胜。欲就麻姑买沧海，一杯春露冷如冰。,125.0
596,忆梅,李商隐,唐,定定住天涯，依依向物华。寒梅最堪恨，常作去年花。,575.0
597,忆住一师,李商隐,唐,无事经年别远公，帝城钟晓忆西峰。炉烟消尽寒灯晦，童子开门雪满松。,170.0
598,赠刘司户蕡,李商隐,唐,江风扬浪动云根，重碇危樯白日昏。重断燕鸿初起势，更惊骚客后归魂。汉廷急诏谁先入，楚路高歌自欲翻。万里相逢欢复泣，凤巢西隔九重门。,606.0
599,赠柳,李商隐,唐,章台从掩映，郢路更参差。见说风流极，来当婀娜时。桥回行欲断，堤远意相随。忍放花如雪，青楼扑酒旗。,307.0
600,正月崇让宅,李商隐,唐,密锁重关掩绿苔，廊深阁迥此徘徊。先知风起月含晕，尚自露寒花未开。蝙拂帘旌终展转，鼠翻窗网小惊猜。背灯独共馀香语，不觉犹歌起夜来。,882.0
601,正月十五夜闻京有灯恨不得观,李商隐,唐,身闲不睹中兴盛，羞逐乡人赛紫姑。月色灯光满帝都，香车宝辇隘通衢。,280.0
602,滞雨,李商隐,唐,滞雨长安夜，残灯独客愁。故乡云水地，归梦不宜秋。,858.0
603,重过圣女祠,李商隐,唐,白石岩扉碧藓滋，上清沦谪得归迟。玉郎会此通仙籍，忆向天阶问紫芝。萼绿华来无定所，杜兰香去未移时。一春梦雨常飘瓦，尽日灵风不满旗。,966.0
604,采桑子·辘轳金井梧桐晚,李煜,南唐,琼窗春断双蛾皱，回首边头。欲寄鳞游，九曲寒波不泝流。辘轳金井梧桐晚，几树惊秋。昼雨新愁，百尺虾须在玉钩。,676.0
605,忆春日太液池亭候对（长庆三年）,李绅,唐,簪笔此时方侍从，却思金马笑邹枚。舰浮花鹢近蓬莱。草承香辇王孙长，桃艳仙颜阿母栽。宫莺报晓瑞烟开，三岛灵禽拂水回。三转彩虹当绮殿，,483.0
606,采桑子·亭前春逐红英尽,李煜,南唐,绿窗冷静芳音断，香印成灰。可奈情怀，欲睡朦胧入梦来。亭前春逐红英尽，舞态徘徊。细雨霏微，不放双眉时暂开。,164.0
607,长相思·一重山,李煜,南唐,一重山，两重山。山远天高烟水寒，相思枫叶丹。菊花开，菊花残。塞雁高飞人未还，一帘风月闲。,119.0
608,长相思·云一緺,李煜,南唐,秋风多，雨相和，帘外芭蕉三两窠。夜长人奈何！云一緺，玉一梭，淡淡衫儿薄薄罗。轻颦双黛螺。,804.0
609,捣练子令·深院静,李煜,南唐,无奈夜长人不寐，数声和月到帘栊。深院静，小庭空，断续寒砧断续风。,837.0
610,捣练子·云鬓乱,李煜,五代,云鬓乱，晚妆残，带恨眉儿远岫攒。斜托香腮春笋嫩，为谁和泪倚阑干？,891.0
611,蝶恋花·春暮,李煜,南唐,遥夜亭皋闲信步。才过清明，渐觉伤春暮。数点雨声风约住。朦胧淡月云来去。桃杏依稀香暗渡。谁在秋千，笑里轻轻语。一寸相思千万绪。人间没个安排处。,518.0
612,更漏子·金雀钗,温庭筠,唐,金雀钗，红粉面，花里暂时相见。知我意，感君怜，此情须问天。香作穗，蜡成泪，还似两人心意。山枕腻，锦衾寒，觉来更漏残。,908.0
613,更漏子·柳丝长,晏几道,北宋,雪香浓，檀晕少，枕上卧枝花好。春思重，晓妆迟，寻思残梦时。柳丝长，桃叶小，深院断无人到。红日淡，绿烟晴，流莺三两声。,677.0
614,后庭花破子·玉树后庭前,李煜,南唐,玉树后庭前，瑶草妆镜边。去年花不老，今年月又圆。莫教偏，和月和花，大教长少年。,644.0
615,浣溪沙·红日已高三丈透,李煜,南唐,红日已高三丈透，金炉次第添香兽。红锦地衣随步皱。佳人舞点金钗溜，酒恶时拈花蕊嗅。别殿遥闻箫鼓奏。,985.0
616,浣溪沙·转烛飘蓬一梦归,李煜,南唐,待月池台空逝水，荫花楼阁漫斜晖，登临不惜更沾衣。转烛飘蓬一梦归，欲寻陈迹怅人非，天教心愿与身违。,545.0
617,开元乐·心事数茎白发,李煜,南唐,心事数茎白发，生涯一片青山。空山有雪相待，野路无人自还。,664.0
618,浪淘沙令·帘外雨潺潺,李煜,五代,帘外雨潺潺，春意阑珊，罗衾不耐五更寒。梦里不知身是客，一晌贪欢。独自莫凭栏，无限江山，别时容易见时难。流水落花春去也，天上人间。,811.0
619,浪淘沙·往事只堪哀,李煜,南唐,金锁已沉埋，壮气蒿莱。晚凉天净月华开。想得玉楼瑶殿影，空照秦淮。往事只堪哀，对景难排。秋风庭院藓侵阶。一任珠帘闲不卷，终日谁来。,844.0
620,临江仙·秦楼不见吹箫女,李煜,五代,秦楼不见吹箫女，空余上苑风光。粉英金蕊自低昂。东风恼我，才发一衿香。琼窗梦醒留残日，当年得恨何长！碧阑干外映垂杨。暂时相见，如梦懒思量。,159.0
621,谢新恩·庭空客散人归后,李煜,南唐,春光镇在人空老，新愁往恨何穷！金刀力困起还慵，一声羌笛，惊起醉怡容。庭空客散人归后，画堂半掩珠帘。林风淅淅夜厌厌，小楼新月，回首自纤纤。,995.0
622,临江仙·樱桃落尽春归去,李煜,南唐,别巷寂寥人散后，望残烟草低迷。炉香闲袅凤凰儿，空持罗带，回首恨依依。樱桃落尽春归去，蝶翻金粉双飞。子规啼月小楼西，玉钩罗幕，惆怅暮烟垂。,958.0
623,赐宫人庆奴,李煜,五代,风情渐老见春羞，到处消魂感旧游。多谢长条似相识，强垂烟态拂人头。,185.0
624,南歌子·云鬓裁新绿,李煜,五代,云鬓裁新绿，霞衣曳晓红。待歌凝立翠筵中，一朵彩云何事下巫峰。趁拍鸾飞镜，回身燕飏空。莫翻红袖过帘栊，怕被杨花勾引嫁东风。,115.0
625,破阵子·四十年来家国,李煜,南唐,四十年来家国，三千里地山河。凤阁龙楼连霄汉，玉树琼枝作烟萝，几曾识干戈？一旦归为臣虏，沈腰潘鬓消磨。最是仓皇辞庙日，教坊犹奏别离歌，垂泪对宫娥。,867.0
626,菩萨蛮·花明月暗笼轻雾,李煜,五代,花明月暗笼轻雾，今宵好向郎边去。刬袜步香阶，手提金缕鞋。画堂南畔见，一向偎人颤。奴为出来难，教君恣意怜。,376.0
